0 <= x < 30; y0 = 61.0000 + 0.6333x; linear_interpolation
5040 <= x < 5070; y168 = 0.0005 + -0.0225x + -0.2167x^2 + 84.0000x^3; cubic_spline_interpolation
5070 <= x < 5100; y169 = -0.0003 + 0.0200x + 0.0167x^2 + 70.0000x^3; cubic_spline_interpolation
5100 <= x < 5130; y170 = -0.0000 + -0.0083x + 0.2833x^2 + 80.0000x^3; cubic_spline_interpolation
5130 <= x < 5160; y171 = 0.0004 + -0.0117x + -0.5083x^2 + 80.0000x^3; cubic_spline_interpolation
5160 <= x < 5190; y172 = -0.0006 + 0.0275x + 0.3917x^2 + 66.0000x^3; cubic_spline_interpolation
5190 <= x < 5220; y173 = 0.0005 + -0.0308x + -0.0833x^2 + 85.0000x^3; cubic_spline_interpolation
5220 <= x < 5250; y174 = 0.0000 + 0.0100x + -0.5000x^2 + 67.0000x^3; cubic_spline_interpolation
5250 <= x < 5280; y175 = -0.0001 + 0.0100x + 0.0083x^2 + 61.0000x^3; cubic_spline_interpolation
5280 <= x < 5310; y176 = 0.0001 + -0.0008x + 0.1083x^2 + 67.0000x^3; cubic_spline_interpolation
5310 <= x < 5340; y177 = -0.0003 + 0.0075x + 0.5417x^2 + 72.0000x^3; cubic_spline_interpolation
5340 <= x < 5370; y178 = 0.0005 + -0.0225x + -0.1833x^2 + 86.0000x^3; cubic_spline_interpolation
5370 <= x < 5400; y179 = -0.0004 + 0.0200x + 0.1500x^2 + 73.0000x^3; cubic_spline_interpolation
5400 <= x < 5430; y180 = 0.0004 + -0.0183x + -0.1750x^2 + 84.0000x^3; cubic_spline_interpolation
5430 <= x < 5460; y181 = -0.0003 + 0.0175x + 0.1167x^2 + 73.0000x^3; cubic_spline_interpolation
5460 <= x < 5490; y182 = 0.0001 + -0.0133x + 0.1083x^2 + 83.0000x^3; cubic_spline_interpolation
5490 <= x < 5520; y183 = 0.0003 + -0.0042x + -0.5250x^2 + 77.0000x^3; cubic_spline_interpolation
5520 <= x < 5550; y184 = -0.0006 + 0.0242x + 0.4000x^2 + 66.0000x^3; cubic_spline_interpolation
5550 <= x < 5580; y185 = 0.0006 + -0.0283x + -0.2250x^2 + 84.0000x^3; cubic_spline_interpolation
5580 <= x < 5610; y186 = -0.0006 + 0.0258x + 0.2417x^2 + 68.0000x^3; cubic_spline_interpolation
5610 <= x < 5640; y187 = 0.0006 + -0.0258x + -0.3083x^2 + 83.0000x^3; cubic_spline_interpolation
5640 <= x < 5670; y188 = -0.0006 + 0.0292x + 0.2750x^2 + 67.0000x^3; cubic_spline_interpolation
5670 <= x < 5700; y189 = 0.0002 + -0.0225x + 0.2333x^2 + 86.0000x^3; cubic_spline_interpolation
5700 <= x < 5730; y190 = 0.0004 + -0.0050x + -0.6583x^2 + 78.0000x^3; cubic_spline_interpolation
5730 <= x < 5760; y191 = -0.0007 + 0.0292x + 0.4500x^2 + 64.0000x^3; cubic_spline_interpolation
5760 <= x < 5790; y192 = 0.0007 + -0.0333x + -0.3000x^2 + 85.0000x^3; cubic_spline_interpolation
5790 <= x < 5820; y193 = -0.0008 + 0.0333x + 0.3917x^2 + 66.0000x^3; cubic_spline_interpolation
5820 <= x < 5850; y194 = 0.0008 + -0.0358x + -0.3833x^2 + 87.0000x^3; cubic_spline_interpolation
5850 <= x < 5880; y195 = -0.0008 + 0.0367x + 0.3583x^2 + 65.0000x^3; cubic_spline_interpolation
5880 <= x < 5910; y196 = 0.0008 + -0.0358x + -0.3083x^2 + 87.0000x^3; cubic_spline_interpolation
5910 <= x < 5940; y197 = -0.0005 + 0.0325x + 0.0833x^2 + 66.0000x^3; cubic_spline_interpolation
5940 <= x < 5970; y198 = 0.0001 + -0.0133x + 0.3750x^2 + 84.0000x^3; cubic_spline_interpolation
5970 <= x < 6000; y199 = -0.0001 + -0.0042x + 0.1083x^2 + 86.0000x^3; cubic_spline_interpolation
6000 <= x < 6030; y200 = 0.0005 + -0.0125x + -0.6667x^2 + 83.0000x^3; cubic_spline_interpolation
6030 <= x < 6060; y201 = -0.0007 + 0.0317x + 0.3583x^2 + 65.0000x^3; cubic_spline_interpolation
6060 <= x < 6090; y202 = 0.0007 + -0.0325x + -0.3167x^2 + 85.0000x^3; cubic_spline_interpolation
6090 <= x < 6120; y203 = -0.0006 + 0.0333x + 0.2417x^2 + 66.0000x^3; cubic_spline_interpolation
6120 <= x < 6150; y204 = 0.0003 + -0.0208x + 0.2500x^2 + 87.0000x^3; cubic_spline_interpolation
6150 <= x < 6180; y205 = 0.0000 + 0.0033x + -0.1083x^2 + 83.0000x^3; cubic_spline_interpolation
6180 <= x < 6210; y206 = -0.0003 + 0.0042x + 0.3083x^2 + 83.0000x^3; cubic_spline_interpolation
6210 <= x < 6240; y207 = 0.0006 + -0.0225x + -0.6250x^2 + 88.0000x^3; cubic_spline_interpolation
6240 <= x < 6270; y208 = -0.0007 + 0.0342x + 0.2583x^2 + 66.0000x^3; cubic_spline_interpolation
6270 <= x < 6300; y209 = 0.0007 + -0.0308x + -0.3000x^2 + 85.0000x^3; cubic_spline_interpolation
6300 <= x < 6330; y210 = -0.0007 + 0.0317x + 0.3583x^2 + 67.0000x^3; cubic_spline_interpolation
6330 <= x < 6360; y211 = 0.0007 + -0.0325x + -0.2917x^2 + 87.0000x^3; cubic_spline_interpolation
6360 <= x < 6390; y212 = -0.0005 + 0.0308x + 0.1250x^2 + 68.0000x^3; cubic_spline_interpolation
6390 <= x < 6420; y213 = 0.0001 + -0.0142x + 0.3417x^2 + 86.0000x^3; cubic_spline_interpolation
6420 <= x < 6450; y214 = 0.0000 + -0.0025x + -0.0167x^2 + 87.0000x^3; cubic_spline_interpolation
6450 <= x < 6480; y215 = -0.0001 + 0.0000x + 0.0667x^2 + 85.0000x^3; cubic_spline_interpolation
6480 <= x < 6510; y216 = 0.0005 + -0.0133x + -0.6667x^2 + 83.0000x^3; cubic_spline_interpolation
6510 <= x < 6540; y217 = -0.0008 + 0.0333x + 0.4250x^2 + 65.0000x^3; cubic_spline_interpolation
6540 <= x < 6570; y218 = 0.0008 + -0.0358x + -0.3167x^2 + 87.0000x^3; cubic_spline_interpolation
6570 <= x < 6600; y219 = -0.0007 + 0.0333x + 0.2833x^2 + 66.0000x^3; cubic_spline_interpolation
6600 <= x < 6630; y220 = 0.0005 + -0.0317x + -0.1750x^2 + 85.0000x^3; cubic_spline_interpolation
6630 <= x < 6660; y221 = -0.0001 + 0.0175x + -0.4083x^2 + 66.0000x^3; cubic_spline_interpolation
6660 <= x < 6690; y222 = -0.0003 + 0.0125x + 0.4750x^2 + 68.0000x^3; cubic_spline_interpolation
6690 <= x < 6720; y223 = 0.0000 + -0.0158x + 0.3750x^2 + 85.0000x^3; cubic_spline_interpolation
6720 <= x < 6750; y224 = 0.0003 + -0.0125x + -0.4417x^2 + 83.0000x^3; cubic_spline_interpolation
6750 <= x < 6780; y225 = -0.0004 + 0.0125x + -0.0750x^2 + 66.0000x^3; cubic_spline_interpolation
6780 <= x < 6810; y226 = 0.0005 + -0.0242x + -0.7833x^2 + 64.0000x^3; cubic_spline_interpolation
6810 <= x < 6840; y227 = 0.0002 + 0.0233x + -1.0083x^2 + 33.0000x^3; cubic_spline_interpolation
6840 <= x < 6870; y228 = -0.0009 + 0.0442x + 1.1750x^2 + 30.0000x^3; cubic_spline_interpolation
6870 <= x < 6900; y229 = 0.0004 + -0.0392x + 0.8917x^2 + 80.0000x^3; cubic_spline_interpolation
6900 <= x < 6930; y230 = -0.0000 + -0.0008x + 0.1083x^2 + 83.0000x^3; cubic_spline_interpolation
6930 <= x < 6960; y231 = 0.0000 + -0.0025x + 0.0417x^2 + 85.0000x^3; cubic_spline_interpolation
6960 <= x < 6990; y232 = 0.0001 + -0.0025x + -0.1167x^2 + 84.0000x^3; cubic_spline_interpolation
6990 <= x < 7020; y233 = -0.0001 + 0.0033x + -0.0167x^2 + 80.0000x^3; cubic_spline_interpolation
7020 <= x < 7050; y234 = 0.0002 + -0.0050x + -0.2000x^2 + 80.0000x^3; cubic_spline_interpolation
7050 <= x < 7080; y235 = -0.0001 + 0.0100x + -0.0083x^2 + 74.0000x^3; cubic_spline_interpolation
7080 <= x < 7110; y236 = -0.0003 + 0.0008x + 0.4750x^2 + 80.0000x^3; cubic_spline_interpolation
7110 <= x < 7140; y237 = 0.0007 + -0.0258x + -0.6500x^2 + 87.0000x^3; cubic_spline_interpolation
7140 <= x < 7170; y238 = -0.0006 + 0.0367x + 0.1000x^2 + 63.0000x^3; cubic_spline_interpolation
7170 <= x < 7200; y239 = 0.0002 + -0.0167x + 0.3167x^2 + 83.0000x^3; cubic_spline_interpolation
7200 <= x < 7230; y240 = -0.0000 + 0.0017x + 0.0583x^2 + 83.0000x^3; cubic_spline_interpolation
7230 <= x < 7260; y241 = -0.0001 + -0.0025x + 0.1667x^2 + 85.0000x^3; cubic_spline_interpolation
7260 <= x < 7290; y242 = 0.0005 + -0.0150x + -0.6750x^2 + 84.0000x^3; cubic_spline_interpolation
7290 <= x < 7320; y243 = -0.0008 + 0.0342x + 0.4083x^2 + 65.0000x^3; cubic_spline_interpolation
7320 <= x < 7350; y244 = 0.0006 + -0.0358x + -0.1667x^2 + 87.0000x^3; cubic_spline_interpolation
7350 <= x < 7380; y245 = -0.0000 + 0.0183x + -0.4917x^2 + 66.0000x^3; cubic_spline_interpolation
7380 <= x < 7410; y246 = -0.0005 + 0.0158x + 0.6833x^2 + 67.0000x^3; cubic_spline_interpolation
7410 <= x < 7440; y247 = 0.0008 + -0.0333x + -0.3417x^2 + 87.0000x^3; cubic_spline_interpolation
7440 <= x < 7470; y248 = -0.0006 + 0.0342x + 0.2250x^2 + 67.0000x^3; cubic_spline_interpolation
7470 <= x < 7500; y249 = 0.0003 + -0.0208x + 0.2500x^2 + 88.0000x^3; cubic_spline_interpolation
7500 <= x < 7530; y250 = -0.0001 + 0.0033x + 0.0000x^2 + 84.0000x^3; cubic_spline_interpolation
7530 <= x < 7560; y251 = 0.0000 + -0.0067x + -0.1000x^2 + 84.0000x^3; cubic_spline_interpolation
7560 <= x < 7590; y252 = 0.0002 + -0.0033x + -0.4583x^2 + 76.0000x^3; cubic_spline_interpolation
7590 <= x < 7620; y253 = -0.0000 + 0.0125x + -0.2583x^2 + 64.0000x^3; cubic_spline_interpolation
7620 <= x < 7650; y254 = -0.0003 + 0.0108x + 0.4500x^2 + 67.0000x^3; cubic_spline_interpolation
7650 <= x < 7680; y255 = 0.0002 + -0.0133x + 0.2417x^2 + 83.0000x^3; cubic_spline_interpolation
7680 <= x < 7710; y256 = -0.0001 + 0.0025x + 0.0833x^2 + 83.0000x^3; cubic_spline_interpolation
7710 <= x < 7740; y257 = -0.0001 + -0.0033x + 0.1917x^2 + 86.0000x^3; cubic_spline_interpolation
7740 <= x < 7770; y258 = 0.0004 + -0.0158x + -0.5333x^2 + 85.0000x^3; cubic_spline_interpolation
7770 <= x < 7800; y259 = -0.0001 + 0.0183x + -0.4167x^2 + 65.0000x^3; cubic_spline_interpolation
7800 <= x < 7830; y260 = -0.0004 + 0.0117x + 0.5583x^2 + 67.0000x^3; cubic_spline_interpolation
7830 <= x < 7860; y261 = 0.0006 + -0.0258x + -0.2667x^2 + 83.0000x^3; cubic_spline_interpolation
7860 <= x < 7890; y262 = -0.0005 + 0.0283x + 0.2250x^2 + 68.0000x^3; cubic_spline_interpolation
7890 <= x < 7920; y263 = 0.0002 + -0.0158x + 0.3250x^2 + 87.0000x^3; cubic_spline_interpolation
7920 <= x < 7950; y264 = 0.0000 + -0.0008x + -0.0167x^2 + 87.0000x^3; cubic_spline_interpolation
7950 <= x < 7980; y265 = -0.0002 + 0.0000x + 0.1250x^2 + 86.0000x^3; cubic_spline_interpolation
7980 <= x < 8010; y266 = 0.0005 + -0.0158x + -0.6583x^2 + 85.0000x^3; cubic_spline_interpolation
8010 <= x < 8040; y267 = -0.0006 + 0.0308x + 0.2250x^2 + 65.0000x^3; cubic_spline_interpolation
8040 <= x < 8070; y268 = 0.0006 + -0.0275x + -0.2750x^2 + 82.0000x^3; cubic_spline_interpolation
8070 <= x < 8100; y269 = -0.0007 + 0.0292x + 0.3583x^2 + 66.0000x^3; cubic_spline_interpolation
8100 <= x < 8130; y270 = 0.0005 + -0.0308x + -0.1500x^2 + 85.0000x^3; cubic_spline_interpolation
8130 <= x < 8160; y271 = -0.0002 + 0.0167x + -0.2250x^2 + 67.0000x^3; cubic_spline_interpolation
8160 <= x < 8190; y272 = 0.0003 + -0.0042x + -0.2250x^2 + 69.0000x^3; cubic_spline_interpolation
8190 <= x < 8220; y273 = -0.0005 + 0.0208x + 0.5167x^2 + 66.0000x^3; cubic_spline_interpolation
8220 <= x < 8250; y274 = 0.0001 + -0.0200x + 0.4667x^2 + 88.0000x^3; cubic_spline_interpolation
8250 <= x < 8280; y275 = 0.0005 + -0.0133x + -0.6333x^2 + 86.0000x^3; cubic_spline_interpolation
8280 <= x < 8310; y276 = -0.0007 + 0.0300x + 0.3000x^2 + 68.0000x^3; cubic_spline_interpolation
8310 <= x < 8340; y277 = 0.0006 + -0.0300x + -0.2833x^2 + 86.0000x^3; cubic_spline_interpolation
8340 <= x < 8370; y278 = -0.0005 + 0.0283x + 0.1167x^2 + 68.0000x^3; cubic_spline_interpolation
8370 <= x < 8400; y279 = 0.0000 + -0.0150x + 0.3583x^2 + 84.0000x^3; cubic_spline_interpolation
8400 <= x < 8430; y280 = 0.0005 + -0.0125x + -0.6333x^2 + 82.0000x^3; cubic_spline_interpolation
8430 <= x < 8460; y281 = -0.0006 + 0.0317x + 0.2833x^2 + 65.0000x^3; cubic_spline_interpolation
8460 <= x < 8490; y282 = 0.0001 + -0.0217x + 0.4333x^2 + 86.0000x^3; cubic_spline_interpolation
8490 <= x < 8520; y283 = 0.0005 + -0.0167x + -0.8000x^2 + 81.0000x^3; cubic_spline_interpolation
8520 <= x < 8550; y284 = -0.0003 + 0.0300x + -0.2833x^2 + 56.0000x^3; cubic_spline_interpolation
8550 <= x < 8580; y285 = -0.0004 + 0.0050x + 0.7583x^2 + 67.0000x^3; cubic_spline_interpolation
8580 <= x < 8610; y286 = 0.0007 + -0.0292x + -0.3417x^2 + 84.0000x^3; cubic_spline_interpolation
8610 <= x < 8640; y287 = -0.0007 + 0.0325x + 0.3667x^2 + 66.0000x^3; cubic_spline_interpolation
8640 <= x < 8670; y288 = 0.0007 + -0.0317x + -0.2250x^2 + 87.0000x^3; cubic_spline_interpolation
8670 <= x < 8700; y289 = -0.0007 + 0.0292x + 0.3750x^2 + 70.0000x^3; cubic_spline_interpolation
8700 <= x < 8730; y290 = 0.0008 + -0.0358x + -0.4917x^2 + 88.0000x^3; cubic_spline_interpolation
8730 <= x < 8760; y291 = -0.0008 + 0.0375x + 0.2250x^2 + 63.0000x^3; cubic_spline_interpolation
8760 <= x < 8790; y292 = 0.0005 + -0.0308x + -0.0917x^2 + 83.0000x^3; cubic_spline_interpolation
8790 <= x < 8820; y293 = 0.0000 + 0.0142x + -0.4417x^2 + 66.0000x^3; cubic_spline_interpolation
8820 <= x < 8850; y294 = -0.0004 + 0.0158x + 0.4833x^2 + 66.0000x^3; cubic_spline_interpolation
8850 <= x < 8880; y295 = 0.0002 + -0.0167x + 0.2750x^2 + 85.0000x^3; cubic_spline_interpolation
8880 <= x < 8910; y296 = -0.0001 + 0.0025x + 0.0500x^2 + 84.0000x^3; cubic_spline_interpolation
8910 <= x < 8940; y297 = 0.0001 + -0.0033x + -0.0167x^2 + 86.0000x^3; cubic_spline_interpolation
8940 <= x < 8970; y298 = -0.0002 + 0.0017x + 0.1083x^2 + 84.0000x^3; cubic_spline_interpolation
8970 <= x < 9000; y299 = 0.0003 + -0.0142x + -0.4500x^2 + 84.0000x^3; cubic_spline_interpolation
9000 <= x < 9030; y300 = -0.0001 + 0.0167x + -0.3250x^2 + 67.0000x^3; cubic_spline_interpolation
9030 <= x < 9060; y301 = -0.0004 + 0.0092x + 0.5167x^2 + 70.0000x^3; cubic_spline_interpolation
9060 <= x < 9090; y302 = 0.0005 + -0.0233x + -0.2333x^2 + 84.0000x^3; cubic_spline_interpolation
9090 <= x < 9120; y303 = -0.0005 + 0.0233x + 0.2333x^2 + 70.0000x^3; cubic_spline_interpolation
9120 <= x < 9150; y304 = 0.0003 + -0.0233x + -0.0417x^2 + 84.0000x^3; cubic_spline_interpolation
9150 <= x < 9180; y305 = -0.0001 + 0.0042x + -0.3083x^2 + 70.0000x^3; cubic_spline_interpolation
9180 <= x < 9210; y306 = 0.0001 + -0.0075x + -0.4833x^2 + 61.0000x^3; cubic_spline_interpolation
9210 <= x < 9240; y307 = 0.0005 + 0.0033x + -0.9833x^2 + 43.0000x^3; cubic_spline_interpolation
9240 <= x < 9270; y308 = -0.0007 + 0.0450x + 0.6500x^2 + 29.0000x^3; cubic_spline_interpolation
9270 <= x < 9300; y309 = -0.0000 + -0.0217x + 1.1583x^2 + 69.0000x^3; cubic_spline_interpolation
9300 <= x < 9330; y310 = 0.0006 + -0.0258x + -0.3167x^2 + 83.0000x^3; cubic_spline_interpolation
9330 <= x < 9360; y311 = -0.0005 + 0.0267x + 0.1917x^2 + 66.0000x^3; cubic_spline_interpolation
9360 <= x < 9390; y312 = 0.0005 + -0.0225x + -0.1750x^2 + 81.0000x^3; cubic_spline_interpolation
9390 <= x < 9420; y313 = -0.0004 + 0.0225x + 0.2167x^2 + 69.0000x^3; cubic_spline_interpolation
9420 <= x < 9450; y314 = 0.0003 + -0.0167x + 0.1000x^2 + 84.0000x^3; cubic_spline_interpolation
9450 <= x < 9480; y315 = -0.0001 + 0.0067x + 0.0083x^2 + 79.0000x^3; cubic_spline_interpolation
9480 <= x < 9510; y316 = -0.0001 + -0.0042x + 0.1250x^2 + 82.0000x^3; cubic_spline_interpolation
9510 <= x < 9540; y317 = 0.0003 + -0.0108x + -0.4500x^2 + 80.0000x^3; cubic_spline_interpolation
9540 <= x < 9570; y318 = -0.0001 + 0.0167x + -0.2417x^2 + 65.0000x^3; cubic_spline_interpolation
9570 <= x < 9600; y319 = -0.0003 + 0.0075x + 0.4917x^2 + 70.0000x^3; cubic_spline_interpolation
9600 <= x < 9630; y320 = 0.0004 + -0.0175x + -0.0250x^2 + 84.0000x^3; cubic_spline_interpolation
9630 <= x < 9660; y321 = -0.0003 + 0.0142x + 0.2167x^2 + 77.0000x^3; cubic_spline_interpolation
9660 <= x < 9690; y322 = 0.0002 + -0.0167x + 0.0167x^2 + 87.0000x^3; cubic_spline_interpolation
9690 <= x < 9720; y323 = 0.0003 + -0.0017x + -0.6417x^2 + 77.0000x^3; cubic_spline_interpolation
9720 <= x < 9750; y324 = -0.0007 + 0.0275x + 0.4833x^2 + 65.0000x^3; cubic_spline_interpolation
9750 <= x < 9780; y325 = 0.0007 + -0.0333x + -0.2917x^2 + 86.0000x^3; cubic_spline_interpolation
9780 <= x < 9810; y326 = -0.0006 + 0.0325x + 0.2083x^2 + 67.0000x^3; cubic_spline_interpolation
9810 <= x < 9840; y327 = 0.0002 + -0.0192x + 0.3333x^2 + 87.0000x^3; cubic_spline_interpolation
9840 <= x < 9870; y328 = 0.0002 + -0.0050x + -0.3583x^2 + 84.0000x^3; cubic_spline_interpolation
9870 <= x < 9900; y329 = -0.0003 + 0.0158x + 0.1417x^2 + 75.0000x^3; cubic_spline_interpolation
9900 <= x < 9930; y330 = 0.0002 + -0.0125x + 0.0083x^2 + 85.0000x^3; cubic_spline_interpolation
9930 <= x < 9960; y331 = -0.0001 + 0.0075x + 0.0000x^2 + 80.0000x^3; cubic_spline_interpolation
9960 <= x < 9990; y332 = -0.0000 + -0.0017x + 0.1250x^2 + 84.0000x^3; cubic_spline_interpolation
9990 <= x < 10020; y333 = -0.0002 + -0.0025x + 0.1833x^2 + 86.0000x^3; cubic_spline_interpolation
10020 <= x < 10050; y334 = 0.0006 + -0.0167x + -0.7250x^2 + 85.0000x^3; cubic_spline_interpolation
10050 <= x < 10080; y335 = -0.0008 + 0.0358x + 0.3750x^2 + 64.0000x^3; cubic_spline_interpolation
10080 <= x < 10110; y336 = 0.0006 + -0.0358x + -0.1667x^2 + 86.0000x^3; cubic_spline_interpolation
10110 <= x < 10140; y337 = -0.0000 + 0.0183x + -0.4917x^2 + 65.0000x^3; cubic_spline_interpolation
10140 <= x < 10170; y338 = -0.0005 + 0.0158x + 0.6750x^2 + 66.0000x^3; cubic_spline_interpolation
10170 <= x < 10200; y339 = 0.0007 + -0.0325x + -0.2667x^2 + 86.0000x^3; cubic_spline_interpolation
10200 <= x < 10230; y340 = -0.0006 + 0.0283x + 0.2083x^2 + 67.0000x^3; cubic_spline_interpolation
10230 <= x < 10260; y341 = 0.0007 + -0.0275x + -0.3750x^2 + 82.0000x^3; cubic_spline_interpolation
10260 <= x < 10290; y342 = -0.0006 + 0.0325x + 0.2250x^2 + 64.0000x^3; cubic_spline_interpolation
10290 <= x < 10320; y343 = 0.0002 + -0.0175x + 0.3750x^2 + 85.0000x^3; cubic_spline_interpolation
10320 <= x < 10350; y344 = -0.0001 + -0.0025x + 0.0500x^2 + 85.0000x^3; cubic_spline_interpolation
10350 <= x < 10380; y345 = 0.0004 + -0.0100x + -0.5667x^2 + 82.0000x^3; cubic_spline_interpolation
10380 <= x < 10410; y346 = -0.0006 + 0.0267x + 0.3250x^2 + 67.0000x^3; cubic_spline_interpolation
10410 <= x < 10440; y347 = 0.0007 + -0.0292x + -0.3333x^2 + 84.0000x^3; cubic_spline_interpolation
10440 <= x < 10470; y348 = -0.0007 + 0.0317x + 0.3667x^2 + 66.0000x^3; cubic_spline_interpolation
10470 <= x < 10500; y349 = 0.0007 + -0.0333x + -0.3250x^2 + 86.0000x^3; cubic_spline_interpolation
10500 <= x < 10530; y350 = -0.0005 + 0.0325x + 0.1500x^2 + 66.0000x^3; cubic_spline_interpolation
10530 <= x < 10560; y351 = 0.0002 + -0.0167x + 0.2667x^2 + 85.0000x^3; cubic_spline_interpolation
10560 <= x < 10590; y352 = -0.0001 + 0.0033x + 0.0833x^2 + 84.0000x^3; cubic_spline_interpolation
10590 <= x < 10620; y353 = 0.0001 + -0.0050x + -0.0500x^2 + 87.0000x^3; cubic_spline_interpolation
10620 <= x < 10650; y354 = -0.0001 + 0.0050x + 0.0833x^2 + 84.0000x^3; cubic_spline_interpolation
10650 <= x < 10680; y355 = 0.0000 + -0.0083x + 0.0167x^2 + 87.0000x^3; cubic_spline_interpolation
10680 <= x < 10710; y356 = 0.0005 + -0.0083x + -0.7250x^2 + 80.0000x^3; cubic_spline_interpolation
10710 <= x < 10740; y357 = -0.0007 + 0.0325x + 0.4333x^2 + 63.0000x^3; cubic_spline_interpolation
10740 <= x < 10770; y358 = 0.0008 + -0.0350x + -0.3083x^2 + 85.0000x^3; cubic_spline_interpolation
10770 <= x < 10800; y359 = -0.0008 + 0.0342x + 0.3833x^2 + 65.0000x^3; cubic_spline_interpolation
10800 <= x < 10830; y360 = 0.0007 + -0.0367x + -0.2583x^2 + 86.0000x^3; cubic_spline_interpolation
10830 <= x < 10860; y361 = -0.0001 + 0.0225x + -0.4333x^2 + 63.0000x^3; cubic_spline_interpolation
10860 <= x < 10890; y362 = -0.0003 + 0.0117x + 0.5583x^2 + 67.0000x^3; cubic_spline_interpolation
10890 <= x < 10920; y363 = 0.0003 + -0.0192x + 0.1250x^2 + 85.0000x^3; cubic_spline_interpolation
10920 <= x < 10950; y364 = -0.0002 + 0.0092x + 0.0917x^2 + 80.0000x^3; cubic_spline_interpolation
10950 <= x < 10980; y365 = 0.0001 + -0.0075x + -0.0083x^2 + 86.0000x^3; cubic_spline_interpolation
10980 <= x < 11010; y366 = -0.0003 + 0.0058x + 0.2250x^2 + 83.0000x^3; cubic_spline_interpolation
11010 <= x < 11040; y367 = 0.0006 + -0.0208x + -0.6167x^2 + 87.0000x^3; cubic_spline_interpolation
11040 <= x < 11070; y368 = -0.0007 + 0.0333x + 0.2833x^2 + 66.0000x^3; cubic_spline_interpolation
11070 <= x < 11100; y369 = 0.0007 + -0.0317x + -0.3333x^2 + 85.0000x^3; cubic_spline_interpolation
11100 <= x < 11130; y370 = -0.0008 + 0.0333x + 0.3833x^2 + 66.0000x^3; cubic_spline_interpolation
11130 <= x < 11160; y371 = 0.0006 + -0.0350x + -0.1833x^2 + 87.0000x^3; cubic_spline_interpolation
11160 <= x < 11190; y372 = -0.0001 + 0.0183x + -0.4417x^2 + 66.0000x^3; cubic_spline_interpolation
11190 <= x < 11220; y373 = -0.0004 + 0.0108x + 0.4833x^2 + 67.0000x^3; cubic_spline_interpolation
11220 <= x < 11250; y374 = 0.0005 + -0.0233x + -0.2583x^2 + 81.0000x^3; cubic_spline_interpolation
11250 <= x < 11280; y375 = -0.0006 + 0.0258x + 0.3333x^2 + 67.0000x^3; cubic_spline_interpolation
11280 <= x < 11310; y376 = 0.0006 + -0.0283x + -0.2917x^2 + 84.0000x^3; cubic_spline_interpolation
11310 <= x < 11340; y377 = -0.0007 + 0.0292x + 0.3167x^2 + 67.0000x^3; cubic_spline_interpolation
11340 <= x < 11370; y378 = 0.0007 + -0.0300x + -0.3000x^2 + 85.0000x^3; cubic_spline_interpolation
11370 <= x < 11400; y379 = -0.0005 + 0.0300x + 0.1667x^2 + 67.0000x^3; cubic_spline_interpolation
11400 <= x < 11430; y380 = -0.0003 + -0.0167x + 0.7250x^2 + 85.0000x^3; cubic_spline_interpolation
11430 <= x < 11460; y381 = 0.0014 + -0.0458x + -1.7833x^2 + 83.0000x^3; cubic_spline_interpolation
11460 <= x < 11490; y382 = -0.0013 + 0.0800x + 0.0417x^2 + 26.0000x^3; cubic_spline_interpolation
11490 <= x < 11520; y383 = 0.0006 + -0.0342x + 0.4167x^2 + 65.0000x^3; cubic_spline_interpolation
11520 <= x < 11550; y384 = -0.0006 + 0.0200x + 0.6833x^2 + 63.0000x^3; cubic_spline_interpolation
11550 <= x < 11580; y385 = 0.0008 + -0.0350x + -0.3000x^2 + 85.0000x^3; cubic_spline_interpolation
11580 <= x < 11610; y386 = -0.0008 + 0.0333x + 0.3417x^2 + 65.0000x^3; cubic_spline_interpolation
11610 <= x < 11640; y387 = 0.0008 + -0.0342x + -0.3583x^2 + 85.0000x^3; cubic_spline_interpolation
11640 <= x < 11670; y388 = -0.0007 + 0.0342x + 0.3083x^2 + 64.0000x^3; cubic_spline_interpolation
11670 <= x < 11700; y389 = 0.0007 + -0.0325x + -0.3000x^2 + 84.0000x^3; cubic_spline_interpolation
11700 <= x < 11730; y390 = -0.0007 + 0.0317x + 0.3167x^2 + 65.0000x^3; cubic_spline_interpolation
11730 <= x < 11760; y391 = 0.0007 + -0.0317x + -0.3333x^2 + 84.0000x^3; cubic_spline_interpolation
11760 <= x < 11790; y392 = -0.0006 + 0.0333x + 0.2583x^2 + 65.0000x^3; cubic_spline_interpolation
11790 <= x < 11820; y393 = 0.0002 + -0.0225x + 0.3000x^2 + 86.0000x^3; cubic_spline_interpolation
11820 <= x < 11850; y394 = 0.0003 + -0.0050x + -0.5250x^2 + 80.0000x^3; cubic_spline_interpolation
11850 <= x < 11880; y395 = -0.0004 + 0.0225x + 0.2250x^2 + 68.0000x^3; cubic_spline_interpolation
11880 <= x < 11910; y396 = 0.0003 + -0.0175x + 0.0167x^2 + 83.0000x^3; cubic_spline_interpolation
11910 <= x < 11940; y397 = -0.0003 + 0.0133x + 0.1917x^2 + 77.0000x^3; cubic_spline_interpolation
11940 <= x < 11970; y398 = 0.0002 + -0.0125x + 0.0000x^2 + 87.0000x^3; cubic_spline_interpolation
11970 <= x < 12000; y399 = -0.0002 + 0.0083x + 0.0583x^2 + 82.0000x^3; cubic_spline_interpolation
